jugs	5	10
jugs	50	10
pullups	50	10
pullups	50	10
crimp	50	10
crimp	50	10
drag	50	10
crimp	50	10
crimp-1	110	10
crimp-2	110	10
crimp-3	110	10
chisel-1	110	10
chisel-2	110	10
chisel-3	110	10
drag-1	110	10
drag-2	110	10
drag-3	110	10
